wallsMaterial,floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price
panel,5,9,33,7,46.696864,30.82016,28800
panel,4,16,34,10,46.670874,30.065884,28600
brick,9,9,33.1,6.4,46.69347,30.036536,26100
brick,7,9,34,6.5,46.695317,30.804081,212000
panel,7,9,33,7,46.694454,30.815103,40500
panel,5,9,33,6,46.6901,30.026,125000
block,1,14,33.5,8.2,46.708278,30.828901,208000
panel,6,9,33,7,46.695347,30.80656,29200
panel,4,9,33,6,46.694972,30.80001,288000
panel,6,9,33,6,46.675879,30.051682,31900
block,3,9,33,7,46.697879,30.085,185000
panel,9,9,33,7,46.706639,30.041003,185000
panel,9,9,33.2,6,46.718512,30.090202,185000
brick,3,5,33,5,46.725412,30.06453,28300
panel,4,9,34,9,46.714729,30.034425,359000
panel,7,9,33.2,6,46.686305,30.030051,692000
panel,3,12,34,8,46.68465,30.023053,279500
panel,10,12,33,6.5,46.672778,30.0609,30800
brick,9,9,33.1,6.4,46.69347,30.036536,239000
panel,5,9,33,6.5,46.711666,30.091082,249000
panel,9,9,33,7,46.688675,30.031202,495000
panel,6,9,33,5.2,46.710966,30.061824,179500
panel,5,9,33,7,46.711666,30.091082,205000
brick,4,9,34,6,46.708308,30.6806,204000
monolith,18,25,33,4,46.72887,30.039555,525000
panel,2,9,33,6.7,46.71301,30.008093,27500
panel,2,9,33,7,46.71301,30.008093,15499999
block,1,9,33,9,46.706812,30.000349,19900
block,7,9,33,5.5,46.711143,30.063396,20000
panel,4,9,33,6,46.711022,30.004858,205000
panel,5,9,33,6,46.6901,30.026,205000
panel,8,9,33,7,46.709262,30.824005,236000
brick,3,4,33,7,46.739469,30.006326,26500
block,15,16,34,10,46.756604,30.682603,258700
panel,8,9,33,6.6,46.696499,30.825514,259900
panel,1,9,33,6,46.675047,30.020456,24600
panel,3,9,33,6.5,46.699127,30.005613,24600
panel,7,9,33,7,46.653131,30.015219,295000
monolith,6,9,34,6.5,46.694895,30.818939,3000
panel,5,5,33,6,46.710215,30.059048,323500
panel,13,17,34,7,46.701572,30.93024,3300
panel,6,9,33,7,46.715931,30.804109,429000
brick,2,4,34,9,46.713684,30.033365,524500
panel,3,5,33,6,46.697661,30.008838,209900
panel,2,16,34,7,46.665,30.046948,28300
panel,3,9,33,7,46.653116,30.013459,21800
panel,2,12,34,8,46.679128,30.853964,185000
brick,2,9,34,6,46.69462,30.0359,185000
panel,7,17,34,7.5,46.672448,30.061599,195000
brick,2,9,33,9,46.733158,30.016209,195000
panel,6,9,33,8,46.714227,30.082,20000
brick,9,9,34,6,46.713796,30.043328,215000
panel,6,9,33,7,46.692501,30.026466,239000
brick,2,6,34,9,46.748468,30.019002,25500
brick,2,9,33.61,6,46.734131,30.049024,28600
panel,1,9,33,6,46.6901,30.026,595000
panel,5,9,33,6,46.714465,30.06833,165000
panel,2,9,33,8,46.715256,30.029484,194000
panel,9,9,33,6,46.685335,30.02813,209000
brick,9,9,33.1,6.4,46.69347,30.036536,249000
panel,7,17,35.5,9.4,46.704697,30.945466,264000
panel,2,16,37,10,46.645781,30.019414,278000
panel,3,16,35,10,46.747257,30.002051,297000
panel,7,10,36,11,46.661446,30.008353,23400
panel,7,12,35,9,46.713111,30.098268,35060
panel,2,9,35,6,46.674468,30.045663,40000
panel,2,22,37,10,46.645781,30.019414,399900
monolith,7,17,36.1,9,46.717274,30.810441,209990
monolith,17,32,37,14,46.645476,30.000215,255000
panel,4,16,36.4,8.2,46.693125,30.818014,24200
block,7,12,35.2,10,46.680702,30.023232,37100
brick,1,5,35.4,6,46.716549,30.083195,410400
brick,1,9,35,6,46.666447,30.04553,502000
panel,9,16,37,8.2,46.693835,30.820565,299500
panel,5,14,36,9,46.667046,30.084596,359500
block,1,12,35,6.7,46.709216,30.808851,47800
brick,1,10,35,6.5,46.712984,30.043121,274900
monolith,24,32,36,14,46.646223,30.005832,168000
brick,1,4,36.5,7,46.739469,30.006326,169200
brick,5,14,36,9,46.713968,30.800613,199900
block,10,16,35,10,46.746831,30.002194,21070
block,10,12,35,9,46.757526,30.014626,25050
monolith,22,23,35.3,5,46.753225,30.006903,26040
monolithBrick,12,27,36,11,46.751898,30.002,26080
monolith,22,23,35.4,5,46.753225,30.006903,37050
panel,16,16,35.2,9,46.675996,30.002388,385000
panel,11,12,36,8,46.644318,30.010584,139000
block,1,12,35,11,46.685462,30.025004,149900
panel,5,9,36,6.7,46.713182,30.091621,159100
monolith,2,25,36,12,46.665695,30.062911,173000
block,13,14,35.3,10,46.709404,30.810001,179000
monolith,16,16,35.2,10.6,46.670844,30.005433,219000
panel,17,17,36,9,46.673778,30.064601,29200
panel,6,9,36,7,46.677732,30.05062,295000
panel,3,18,37,10,46.659119,30.055086,46000
brick,3,5,35.6,6.2,46.716661,30.082835,238000
panel,3,12,35,8,46.68465,30.023053,212500
monolith,11,17,35.7,12.5,46.670844,30.005433,22060
panel,8,9,35,8,46.714729,30.034425,225000
panel,5,10,36,10,46.656717,30.050945,287000
monolithBrick,12,27,36,11,46.751503,30.699463,30000
panel,14,16,35,8,46.630507,30.09863,41500
panel,2,12,35,9,46.670991,30.02334,22070
panel,16,17,37,7.8,46.702466,30.910205,24000
block,4,12,35.5,9,46.695438,30.812085,265000
panel,1,12,35,9,46.680702,30.023232,278000
panel,10,17,37,7,46.685234,30.921005,345400
monolith,3,17,36.3,10,46.701826,30.920529,229000
panel,5,17,36.1,9.1,46.67956,30.85481,258000
panel,4,12,35,11,46.663994,30.080194,268000
panel,17,17,37,7,46.708658,30.920329,49600
panel,14,17,35,10,46.698493,30.936305,64750
panel,7,10,36,11,46.661446,30.008353,235000
monolith,17,17,37,8,46.703976,30.923099,155000
panel,14,14,36.2,10.1,46.672839,30.091055,155000
block,9,9,35,6,46.694972,30.80001,168000
panel,15,17,37,9,46.697469,30.924024,185000
panel,5,14,37,10,46.681707,30.052221,185000
panel,14,17,36.5,6.9,46.69899,30.928255,199900
panel,2,19,37,8,46.652212,30.066208,20000
panel,1,12,37,7.8,46.678478,30.85526,227700
panel,3,12,35,8,46.688345,30.024256,263000
block,6,12,35,10.3,46.716676,30.800936,279000
block,2,12,35,7.6,46.68465,30.023053,31000
monolith,3,17,36.1,13,46.670844,30.005433,398000
block,7,12,36,10,46.729037,30.060404,442000
monolith,11,16,36,10,46.692663,30.820504,195000
monolith,16,32,37,14,46.645476,30.000215,213000
brick,12,17,36,13,46.670844,30.005433,169000
brick,4,9,37,5,46.674468,30.045663,195000
panel,17,17,37,8,46.700512,30.925218,24200
monolith,18,32,37,13,46.645476,30.000215,44000
panel,1,12,35,5,46.701866,30.00301,194990
monolith,12,17,36,13,46.670844,30.005433,56000
block,4,12,35.1,9.9,46.73003,30.01866,46500
monolith,9,12,36,13,46.670844,30.005433,29900
monolith,13,32,37,14,46.645476,30.000215,43900
monolith,11,17,36,13.2,46.670844,30.005433,48900
panel,7,12,35.1,9.8,46.732453,30.011006,80500
panel,6,17,37,8,46.699883,30.932962,80500
monolith,2,25,36,12,46.665233,30.061025,158950
block,10,12,36,10,46.71306,30.040381,105000
monolith,10,33,37,14,46.645476,30.000215,48500
monolithBrick,24,25,36,11,46.646223,30.005832,84500
monolith,19,24,36.7,8.1,46.668356,30.005164,84499
monolith,14,16,36,11,46.670844,30.005433,105000
panel,8,12,36,11,46.663486,30.065363,95000
monolith,17,17,36,9,46.673778,30.064601,80000
panel,2,23,36,9.2,46.711752,30.051269,95000
panel,2,23,36,9.3,46.712463,30.054386,115000
monolith,10,17,36,13,46.670844,30.005433,99000
monolith,10,17,36,13,46.670844,30.005433,108000
panel,12,16,36,8,46.647498,30.02583,83000
panel,12,16,36,8,46.647498,30.02583,85000
panel,1,7,36.3,17.4,46.728672,30.038611,89000
brick,1,5,36,8,46.770856,30.010485,108000
panel,5,9,37,7.5,46.705072,30.063656,18000
panel,3,17,36,10,46.714151,30.049211,115000
monolith,21,25,35.8,10,46.72887,30.039555,115000
monolith,3,16,35.1,10,46.765858,30.015668,115000
panel,5,9,37,7.5,46.705072,30.063656,20800
panel,14,16,37,9,46.746573,30.001888,85000
monolith,17,24,36,10.7,46.72887,30.039555,90000
brick,1,9,36,9,46.726137,30.669901,105000
panel,4,16,35,10,46.756974,30.683311,108500
panel,12,12,35,9,46.707684,30.08801,110000
monolith,4,17,35.7,9.3,46.694609,30.046112,145000
monolithBrick,12,27,36,11,46.748858,30.683033,96000
brick,4,12,36,8,46.72961,30.664009,88800
brick,4,9,36.8,6.4,46.704894,30.603106,95000
monolithBrick,12,12,35,6,46.747703,30.68829,69000
monolith,10,17,36,10,46.70077,30.93812,94000
monolith,2,17,35,12,46.703261,30.940838,95000
panel,3,16,37,9,46.692211,30.821068,165000
panel,12,17,37,7.3,46.702896,30.922353,89000
panel,9,19,36.6,8,46.704408,30.919002,99990
panel,3,15,35,11,46.654533,30.065552,105000
block,2,12,35,10,46.680702,30.023232,11005
block,4,12,35,10,46.734674,30.049014,115000
panel,17,17,37,7,46.708658,30.920329,16600
monolith,7,10,37,10,46.661446,30.008353,12000
block,7,12,35.3,10,46.680702,30.023232,107000
panel,4,16,35,9.5,46.697711,30.810133,11000
panel,15,16,36,10,46.703647,30.09094,111000
panel,8,17,36,7,46.701587,30.946598,166000
block,5,12,35.2,9.5,46.69621,30.056263,11900
block,9,9,37,7.5,46.729909,30.00184,92000
monolith,14,17,36.5,7,46.69899,30.928255,95000
panel,1,17,37,8,46.703966,30.843094,108000
panel,12,12,36,9,46.718462,30.088209,115000
block,2,14,36,10,46.708278,30.828901,135000
block,3,12,35,8,46.68465,30.023053,135000
block,2,12,36,10,46.729975,30.06106,79500
panel,5,17,35.5,9,46.706284,30.935004,82000
panel,6,17,37,8,46.70178,30.923826,83000
brick,7,9,35,6,46.693865,30.802501,93500
block,2,9,36.5,7.5,46.714749,30.068301,94500
panel,6,17,37,7,46.704605,30.91505,98000
panel,1,9,36.4,7.6,46.683574,30.029018,109000
panel,1,12,36,9,46.654335,30.040433,122000
panel,3,14,37,7.3,46.662593,30.003035,13990
panel,12,12,35,10,46.709414,30.042465,15000
panel,6,12,36.8,6,46.663832,30.041962,165000
panel,6,17,37,7,46.703621,30.910306,164000
monolith,13,32,37,14,46.645476,30.000215,22000
monolith,12,17,36,13,46.670844,30.005433,99900
monolith,24,32,36,11.7,46.646223,30.005832,145000
panel,16,16,37,10,46.714019,30.030185,176000
monolith,24,32,36,12,46.646223,30.005832,97500
panel,9,16,36.6,8,46.647498,30.02583,109000
brick,4,9,35.1,6.2,46.700892,30.030183,93500
panel,10,16,37,9.8,46.675996,30.002388,81000
block,11,12,35,10,46.713481,30.042151,89000
panel,12,14,35,8.2,46.70951,30.8066,99000
block,2,16,35,10,46.678118,30.004194,92500
panel,1,9,35,6.5,46.713182,30.091621,93500
block,6,12,35,9.8,46.696448,30.809911,99500
block,10,12,36,10,46.71306,30.040381,10200
block,12,12,35,10,46.707446,30.008326,11000
panel,24,28,36,11.7,46.646223,30.005832,126000
panel,11,12,35,10.2,46.68465,30.023053,133500
brick,2,4,36,11,46.68293,30.052158,218000
panel,12,14,35,10,46.679088,30.065282,86000
block,5,12,37,10,46.709221,30.04808,87000
brick,2,10,36,8,46.734871,30.003649,107990
panel,2,10,36,9,46.734871,30.003649,136000
panel,17,17,36,9,46.673778,30.064601,137000
panel,2,17,38.4,6.9,46.701587,30.946598,115000
panel,5,17,38,8,46.704296,30.939009,20110
panel,16,16,38,7,46.642733,30.016324,20110
panel,3,15,39,8.5,46.649037,30.049301,20390
panel,2,9,38,9.4,46.645781,30.019414,206340
panel,12,16,38,8,46.647498,30.02583,127000
block,9,12,39,6,46.704022,30.030282,15000
panel,21,22,38.4,11,46.69863,30.043453,19900
monolith,12,19,39,10.3,46.725194,30.005119,19900
panel,3,12,38,8,46.658632,30.002128,106000
panel,4,14,39,7.5,46.665157,30.060169,81000
panel,8,22,38.5,10.2,46.706401,30.919415,10000
panel,10,17,38,8,46.70178,30.923826,10000
panel,6,17,39,8.5,46.701465,30.84004,108500
panel,7,17,38,10,46.704387,30.920889,115000
panel,9,12,38.5,9,46.667538,30.086563,12000
panel,11,12,38.8,8.6,46.646015,30.012686,12000
panel,10,17,38,10,46.699659,30.92538,125000
panel,17,17,38.7,8.4,46.702607,30.841406,12990
panel,20,22,38,10,46.669107,30.080435,134000
panel,12,17,38.3,8,46.65431,30.063028,149000
panel,9,22,39,9.1,46.691435,30.029359,157500
panel,13,17,38,7.5,46.697478,30.85055,159000
panel,15,17,39,9,46.686777,30.054413,179000
panel,16,17,38,8.5,46.686213,30.038002,26489
panel,10,17,38.2,8.5,46.659378,30.050521,105000
panel,8,12,39,7.5,46.710352,30.05136,11000
panel,14,17,38.2,9,46.765194,30.003191,111000
panel,2,14,39,9,46.649246,30.0511,125000
brick,8,15,38,11,46.723643,30.080051,13000
panel,10,10,38.9,8.5,46.666487,30.088064,103000
panel,8,8,38.6,13,46.668777,30.09128,21000
panel,9,15,38,8,46.661262,30.004445,124000
panel,14,17,38,7.4,46.702729,30.925508,106990
panel,14,14,38,7,46.665157,30.000001,124000
panel,9,14,38,7.6,46.662593,30.003035,139000
panel,14,17,38,8,46.702729,30.925508,165000
panel,7,17,39,8.6,46.647681,30.030562,105000
panel,6,19,39,10,46.666452,30.055024,114500
block,8,12,39,7.5,46.710352,30.05136,124000
panel,9,17,38,7.5,46.672514,30.0585,125000
panel,14,17,38.1,8.4,46.766668,30.003856,132000
panel,12,12,38.6,8.4,46.667538,30.086563,139500
panel,14,14,38.6,8,46.667538,30.086563,109900
panel,7,17,38,9,46.687005,30.923504,13000
panel,6,17,39,8,46.699548,30.936699,146000
panel,6,12,39,9,46.631915,30.801305,15000
panel,12,12,39,8,46.633404,30.090595,18000
panel,14,17,38,8,46.705361,30.935531,132500
panel,17,17,39,9,46.681275,30.926862,166000
monolith,2,17,38,7.5,46.707725,30.923368,192500
panel,1,12,39,9,46.644318,30.010584,90000
panel,13,22,38.5,10.1,46.706401,30.919415,11000
panel,1,17,38,9,46.650099,30.030203,139890
panel,4,17,39,7,46.705246,30.93386,148000
panel,3,17,38,7.5,46.706721,30.922425,169500
block,3,12,39,10,46.680702,30.023232,175000
panel,11,22,38.6,10.1,46.706695,30.918616,189000
panel,10,17,38,8,46.706203,30.933285,189000
panel,17,17,39,8,46.700512,30.925218,205000
panel,2,19,38,8,46.652212,30.066208,105000
block,7,9,38,8,46.730806,30.001103,146500
panel,1,17,38,9,46.650099,30.030203,153000
panel,9,12,39,8,46.645431,30.01133,166000
panel,15,17,39,7.4,46.666051,30.080626,19800
panel,7,17,38.2,8.9,46.701815,30.915382,188900
panel,1,17,38,9,46.650099,30.030203,188900
panel,1,14,39,9,46.669874,30.052688,189000
panel,4,17,39,8,46.704184,30.934121,192500
panel,17,17,38,9,46.658952,30.000511,19600
panel,9,12,38.5,8.6,46.667538,30.086563,145000
brick,2,17,38,8.5,46.652212,30.066208,122000
panel,5,19,38,8.5,46.699812,30.914232,134900
panel,12,17,38,6.9,46.69899,30.928255,134000
panel,2,19,38,8,46.652212,30.066208,145500
panel,16,17,38.5,7.5,46.70142,30.930033,21300
panel,3,17,38.4,8,46.704296,30.939009,239000
panel,7,10,39,10,46.668646,30.089914,99000
panel,2,12,38.5,8.6,46.646015,30.012686,155000
panel,12,17,38,10,46.701354,30.92006,13600
panel,1,22,38.1,10,46.66699,30.063594,245000
panel,18,25,38.5,9.5,46.702074,30.934608,285000
panel,6,17,38,8,46.657682,30.060645,307500
panel,11,17,38,8,46.704387,30.920889,346500
panel,2,12,39,8.6,46.646035,30.05426,98000
block,8,14,38.4,6.3,46.677945,30.056425,133000
panel,4,17,38,7,46.704184,30.934121,176900
panel,12,16,38.4,7.4,46.642733,30.016324,185000
panel,11,22,39,8,46.701191,30.843328,213000
panel,10,17,38,10,46.699659,30.92538,105000
panel,10,17,38,9.6,46.699659,30.92538,114000
panel,10,17,38,10,46.699659,30.92538,16200
panel,8,9,38.5,8,46.706705,30.09191,123000
monolith,13,32,38,14.5,46.646223,30.005832,124990
monolith,13,32,38,14.5,46.646223,30.005832,128900
panel,2,17,38,9.8,46.699776,30.926019,132000
panel,8,12,39,8.6,46.646035,30.05426,134900
panel,7,14,38.3,8.6,46.69621,30.850505,137000
panel,3,14,39,9,46.650881,30.032359,149900
panel,10,14,38,8,46.656915,30.005066,157000
panel,5,17,38.5,8,46.66435,30.00014,168000
panel,14,17,38,8,46.657682,30.060645,173400
monolith,12,17,39,9,46.687995,30.920664,185000
panel,4,17,38,7,46.702318,30.928104,187000
panel,8,14,38,6,46.677864,30.055841,216500
panel,20,22,39,10.5,46.669107,30.080435,219000
panel,1,8,39,8.6,46.6537,30.060243,227000
panel,6,15,38.6,7.5,46.658149,30.00069,116000
panel,13,14,39,8.5,46.652151,30.03306,132000
panel,14,17,38,8,46.702729,30.925508,137000
block,10,12,38,7,46.715778,30.810505,138500
panel,6,14,39,9,46.650881,30.032359,139000
panel,4,12,39,7,46.707684,30.08801,139500
block,6,16,38,10,46.732747,30.009299,145000
panel,5,17,38,8.4,46.65431,30.063028,152000
panel,4,12,39,7,46.707684,30.08801,156100
block,5,12,38.2,9.5,46.729397,30.000412,147000
panel,4,17,38,8,46.65756,30.059094,189900
block,6,14,38,8.5,46.649916,30.058814,16300
panel,5,14,39,8.5,46.713223,30.046006,18500
panel,9,14,38,8,46.696149,30.85541,185000
panel,9,12,39,6,46.723186,30.088405,205000
brick,12,14,38,8,46.703231,30.040038,16400
panel,2,17,39,9,46.660892,30.040065,205000
brick,2,9,38,6,46.673407,30.8093,145000
block,4,12,38,7,46.702632,30.8216,155000
brick,12,14,39,7.5,46.651496,30.050081,165000
brick,9,9,38,7,46.66699,30.046292,177990
panel,11,22,38.3,8.5,46.645217,30.052814,189900
panel,6,22,39,10,46.651161,30.050433,19182806
panel,5,17,38.7,8.4,46.670646,30.000591,22000
panel,8,12,38.5,9,46.666487,30.088064,219990
panel,8,12,38,6.5,46.719156,30.804431,239000
panel,3,14,39,8,46.665046,30.00246,268000
panel,9,12,39,10,46.646035,30.05426,113500
block,4,9,38,7,46.711361,30.002253,139900
monolith,2,14,39,9,46.64891,30.038108,139500
block,5,12,38.6,6.5,46.713111,30.098268,155000
panel,9,9,38,8,46.706223,30.054898,19700
panel,9,17,38,8,46.704697,30.050451,23000
block,7,12,39,7,46.721265,30.093489,201000
panel,2,12,38,7.3,46.661922,30.06612,30100
panel,12,16,38,8,46.647498,30.02583,153000
panel,12,16,38,8,46.647498,30.02583,152500
panel,7,12,38,6.6,46.689974,30.020041,163000
panel,13,17,38.2,8.9,46.644897,30.041423,24300
panel,15,17,38.3,9,46.670752,30.00211,259500
block,2,9,38,7.4,46.711098,30.064564,31300
block,9,16,38,10,46.733062,30.008123,183000
brick,3,5,38,10,46.750013,30.015516,263000
panel,9,17,38.1,7.5,46.660226,30.002631,143000
panel,6,19,38.5,10,46.666452,30.055024,145000
panel,5,17,38,8,46.690116,30.01086,145000
block,7,9,39,6,46.704616,30.060052,149900
panel,12,12,38.5,7,46.708795,30.82308,153000
block,12,12,39,7,46.708795,30.82308,173000
panel,5,9,38,8,46.705072,30.063656,176000
panel,12,12,38,7,46.709262,30.824005,179000
block,12,12,38.5,7,46.708795,30.82308,185000
panel,15,17,38,8,46.647681,30.030562,189000
panel,8,22,38,12,46.66274,30.060654,191000
panel,5,14,38.2,8.6,46.652486,30.038243,199000
panel,9,16,38,10,46.733062,30.008123,19900
block,2,12,39,6.5,46.761315,30.692115,19100
panel,11,17,39,7.5,46.660892,30.040065,118000
panel,5,22,39,9.5,46.648748,30.059964,131000
monolith,15,15,38,9,46.6786,30.061411,135000
monolith,11,25,38,10,46.71518,30.096104,18500
panel,9,9,38,7,46.697747,30.080994,165000
monolith,6,25,38.8,17.4,46.728018,30.040031,16700
panel,1,9,38,8,46.707451,30.080084,175000
panel,6,9,39,10,46.724865,30.666252,177000
brick,7,14,38,9,46.745301,30.002319,176000
brick,7,14,38,9,46.745301,30.002319,179500
panel,5,9,38,10,46.724865,30.666252,149900
monolithBrick,32,33,38,14,46.645476,30.000215,255000
panel,2,9,39,9,46.753337,30.600292,107000
panel,4,17,40,10.1,46.698493,30.936305,134500
monolith,7,24,40,13.4,46.646223,30.005832,169880
monolith,8,17,40.1,8.4,46.730887,30.05198,172000
panel,10,17,40,10,46.70143,30.944514,188900
panel,10,12,41.7,8.5,46.649688,30.052562,201280
panel,14,14,40,8,46.682788,30.915292,225000
panel,7,12,40,10,46.629714,30.094145,225000
panel,1,14,40,9,46.664253,30.045358,31800
panel,17,17,40,10.1,46.70143,30.944514,157000
brick,5,5,42,5,46.731333,30.065552,198000
panel,3,14,42,9,46.647778,30.033105,208500
panel,4,22,40.2,10.2,46.701191,30.843328,26100
panel,14,14,40.5,8.6,46.644628,30.03412,213000
brick,3,5,41,5.5,46.684691,30.055329,24300
brick,5,17,40,11,46.679093,30.020555,29600
monolith,18,24,40,11,46.667741,30.00529,356000
panel,14,15,41,7.4,46.659409,30.00204,198000
monolithBrick,3,9,40,13,46.729209,30.038252,369000
monolith,10,25,41.3,10,46.645476,30.000215,249400
panel,3,17,40,9,46.707999,30.05461,249500
monolith,4,10,41.4,16,46.750803,30.698609,271920
panel,1,12,41,6,46.709186,30.002819,27013500
monolith,18,25,40,10,46.713826,30.050012,222000
monolith,11,14,42,10,46.71088,30.05965,40100
brick,5,5,40,5.5,46.717726,30.600465,185000
panel,8,17,41,10,46.712989,30.601211,19900
brick,3,5,42,6,46.682991,30.041953,50000
panel,7,9,42,8,46.701541,30.934105,123000
brick,10,14,40,8,46.682808,30.910331,144900
panel,2,17,40,8,46.702466,30.910205,148000
brick,18,25,42,10,46.707284,30.924221,19500
panel,15,25,41.6,10,46.707284,30.924221,175000
panel,9,17,41,7.3,46.708399,30.925804,177000
panel,12,16,40,8.7,46.642733,30.016324,185000
panel,13,17,40,10,46.704331,30.930498,208000
panel,9,25,40,10,46.703185,30.931013,26300
panel,14,19,40,8,46.704408,30.919002,27500
panel,17,17,40,10.1,46.70143,30.944514,268500
panel,3,17,40,10,46.702461,30.933303,28700
panel,16,17,40,8,46.670118,30.08856,29800
panel,7,17,40,10,46.700354,30.920841,289000
panel,19,25,42,10,46.707284,30.924221,34500
panel,7,17,40,10,46.700354,30.920841,135000
panel,3,14,40,7,46.710271,30.813091,138000
panel,15,17,40,10.1,46.702586,30.938451,19500
panel,15,17,40,10.1,46.704331,30.930498,155000
panel,2,14,40,8,46.691628,30.850899,157000
panel,13,17,40,9,46.69799,30.925623,189000
panel,6,25,41.1,10,46.707284,30.924221,19900
panel,3,8,40.5,9,46.650277,30.063638,152000
panel,3,5,42,5.5,46.699538,30.084129,124000
